Unnamed: 0,game_str,play_id,at_bat,play_per_game,timestamp,player_position,event_code
849,1902_08_TeamMJ_TeamB,222,56.0,222,8461444,2,2
850,1902_08_TeamMJ_TeamB,222,56.0,222,8462144,2,3
851,1902_08_TeamMJ_TeamB,222,56.0,222,8463344,4,2
852,1902_08_TeamMJ_TeamB,222,56.0,222,8464394,0,5
931,1902_09_TeamMJ_TeamB,252,70.0,252,9346655,1,1
932,1902_09_TeamMJ_TeamB,252,70.0,252,9347155,2,2
933,1902_09_TeamMJ_TeamB,252,70.0,252,9347905,2,3
934,1902_09_TeamMJ_TeamB,252,70.0,252,9349105,4,9
935,1902_09_TeamMJ_TeamB,252,70.0,252,9353405,8,2
936,1902_09_TeamMJ_TeamB,252,70.0,252,9354705,0,5
979,1902_09_TeamMJ_TeamB,264,71.0,264,9832205,1,1
980,1902_09_TeamMJ_TeamB,264,71.0,264,9832805,2,2
981,1902_09_TeamMJ_TeamB,264,71.0,264,9833555,2,3
982,1902_09_TeamMJ_TeamB,264,71.0,264,9834805,255,16
983,1902_09_TeamMJ_TeamB,264,71.0,264,9835505,255,16
984,1902_09_TeamMJ_TeamB,264,71.0,264,9836055,255,16
985,1902_09_TeamMJ_TeamB,264,71.0,264,9836405,255,16
986,1902_09_TeamMJ_TeamB,264,71.0,264,9837005,8,2
987,1902_09_TeamMJ_TeamB,264,71.0,264,9838055,8,3
988,1902_09_TeamMJ_TeamB,264,71.0,264,9839205,255,16
989,1902_09_TeamMJ_TeamB,264,71.0,264,9839855,5,2
990,1902_09_TeamMJ_TeamB,264,71.0,264,9840305,0,5
1094,1902_09_TeamMJ_TeamB,296,80.0,296,11091405,1,1
1095,1902_09_TeamMJ_TeamB,296,80.0,296,11091955,2,2
1096,1902_09_TeamMJ_TeamB,296,80.0,296,11092755,2,3
1097,1902_09_TeamMJ_TeamB,296,80.0,296,11093955,4,2
1098,1902_09_TeamMJ_TeamB,296,80.0,296,11094355,0,5
766,1902_10_TeamMI_TeamA3,199,54.0,199,7130931,1,1
767,1902_10_TeamMI_TeamA3,199,54.0,199,7131431,2,2
768,1902_10_TeamMI_TeamA3,199,54.0,199,7132081,2,3
769,1902_10_TeamMI_TeamA3,199,54.0,199,7132981,255,16
770,1902_10_TeamMI_TeamA3,199,54.0,199,7133331,4,9
771,1902_10_TeamMI_TeamA3,199,54.0,199,7134931,4,2
772,1902_10_TeamMI_TeamA3,199,54.0,199,7135981,0,5
92,1902_11_TeamMI_TeamA3,25,6.0,25,745902,1,1
93,1902_11_TeamMI_TeamA3,25,6.0,25,746402,2,2
94,1902_11_TeamMI_TeamA3,25,6.0,25,747102,2,3
95,1902_11_TeamMI_TeamA3,25,6.0,25,748252,6,2
96,1902_11_TeamMI_TeamA3,25,6.0,25,748902,0,5
768,1902_11_TeamMI_TeamA3,205,48.0,205,6866702,1,1
769,1902_11_TeamMI_TeamA3,205,48.0,205,6867152,2,2
770,1902_11_TeamMI_TeamA3,205,48.0,205,6867852,2,3
771,1902_11_TeamMI_TeamA3,205,48.0,205,6868802,255,16
772,1902_11_TeamMI_TeamA3,205,48.0,205,6869102,6,2
773,1902_11_TeamMI_TeamA3,205,48.0,205,6869902,0,5
229,1902_12_TeamMI_TeamA3,61,17.0,61,1942204,1,1
230,1902_12_TeamMI_TeamA3,61,17.0,61,1942754,2,2
231,1902_12_TeamMI_TeamA3,61,17.0,61,1943454,2,3
232,1902_12_TeamMI_TeamA3,61,17.0,61,1944504,255,16
233,1902_12_TeamMI_TeamA3,61,17.0,61,1944654,4,2
234,1902_12_TeamMI_TeamA3,61,17.0,61,1946654,0,5
354,1902_13_TeamMD_TeamA2,86,28.0,86,3128130,1,1
355,1902_13_TeamMD_TeamA2,86,28.0,86,3128680,2,9
356,1902_13_TeamMD_TeamA2,86,28.0,86,3132530,2,2
357,1902_13_TeamMD_TeamA2,86,28.0,86,3133230,2,3
358,1902_13_TeamMD_TeamA2,86,28.0,86,3134580,4,2
359,1902_13_TeamMD_TeamA2,86,28.0,86,3134980,0,5
280,1902_13_TeamMK_TeamB,66,21.0,66,2384560,1,1
281,1902_13_TeamMK_TeamB,66,21.0,66,2385060,2,2
282,1902_13_TeamMK_TeamB,66,21.0,66,2385710,2,3
283,1902_13_TeamMK_TeamB,66,21.0,66,2387060,4,2
284,1902_13_TeamMK_TeamB,66,21.0,66,2387360,0,5
1201,1902_14_TeamMD_TeamA2,306,,306,10464065,1,1
1202,1902_14_TeamMD_TeamA2,306,,306,10464515,2,2
1203,1902_14_TeamMD_TeamA2,306,,306,10465065,2,3
1204,1902_14_TeamMD_TeamA2,306,,306,10466365,6,2
1205,1902_14_TeamMD_TeamA2,306,,306,10467565,0,5
1212,1902_14_TeamMD_TeamA2,309,86.0,309,10724015,1,1
1213,1902_14_TeamMD_TeamA2,309,86.0,309,10724515,255,16
1214,1902_14_TeamMD_TeamA2,309,86.0,309,10726365,2,2
1215,1902_14_TeamMD_TeamA2,309,86.0,309,10726965,2,3
1216,1902_14_TeamMD_TeamA2,309,86.0,309,10727665,5,2
1217,1902_14_TeamMD_TeamA2,309,86.0,309,10728515,0,5
182,1902_16_TeamMD_TeamA2,49,14.0,49,1565423,1,1
183,1902_16_TeamMD_TeamA2,49,14.0,49,1565923,2,2
184,1902_16_TeamMD_TeamA2,49,14.0,49,1566723,2,3
185,1902_16_TeamMD_TeamA2,49,14.0,49,1567873,6,2
186,1902_16_TeamMD_TeamA2,49,14.0,49,1568573,0,5
750,1902_16_TeamMD_TeamA2,198,52.0,198,6674266,1,1
751,1902_16_TeamMD_TeamA2,198,52.0,198,6674816,2,2
752,1902_16_TeamMD_TeamA2,198,52.0,198,6675566,2,3
753,1902_16_TeamMD_TeamA2,198,52.0,198,6676816,6,2
754,1902_16_TeamMD_TeamA2,198,52.0,198,6677366,0,5
177,1902_17_TeamMB_TeamA1,42,10.0,42,1389034,1,1
178,1902_17_TeamMB_TeamA1,42,10.0,42,1389584,2,9
179,1902_17_TeamMB_TeamA1,42,10.0,42,1390084,255,16
180,1902_17_TeamMB_TeamA1,42,10.0,42,1392484,2,2
181,1902_17_TeamMB_TeamA1,42,10.0,42,1393184,2,3
182,1902_17_TeamMB_TeamA1,42,10.0,42,1393784,3,2
183,1902_17_TeamMB_TeamA1,42,10.0,42,1394534,0,5
763,1902_17_TeamMB_TeamA1,184,50.0,185,6501318,1,1
764,1902_17_TeamMB_TeamA1,184,50.0,185,6501818,2,2
765,1902_17_TeamMB_TeamA1,184,50.0,185,6502518,2,3
766,1902_17_TeamMB_TeamA1,184,50.0,185,6503768,4,2
767,1902_17_TeamMB_TeamA1,184,50.0,185,6504618,0,5
745,1902_18_TeamMB_TeamA1,187,51.0,187,6778904,1,1
746,1902_18_TeamMB_TeamA1,187,51.0,187,6779454,2,2
747,1902_18_TeamMB_TeamA1,187,51.0,187,6780404,2,3
748,1902_18_TeamMB_TeamA1,187,51.0,187,6781604,6,2
749,1902_18_TeamMB_TeamA1,187,51.0,187,6782154,0,5
111,1902_19_TeamME_TeamA2,34,7.0,34,1002702,1,1
112,1902_19_TeamME_TeamA2,34,7.0,34,1003252,2,2
113,1902_19_TeamME_TeamA2,34,7.0,34,1004002,2,3
114,1902_19_TeamME_TeamA2,34,7.0,34,1005252,6,2
115,1902_19_TeamME_TeamA2,34,7.0,34,1006652,0,5
813,1902_20_TeamME_TeamA2,204,55.0,204,7669728,1,1
814,1902_20_TeamME_TeamA2,204,55.0,204,7670178,2,2
815,1902_20_TeamME_TeamA2,204,55.0,204,7670828,2,3
816,1902_20_TeamME_TeamA2,204,55.0,204,7672028,6,2
817,1902_20_TeamME_TeamA2,204,55.0,204,7674378,0,5
63,1902_21_TeamME_TeamA2,16,,16,372708,1,1
64,1902_21_TeamME_TeamA2,16,,16,373258,2,2
65,1902_21_TeamME_TeamA2,16,,16,374008,2,3
66,1902_21_TeamME_TeamA2,16,,16,375358,4,2
67,1902_21_TeamME_TeamA2,16,,16,375808,0,5
699,1902_21_TeamME_TeamA2,172,52.0,172,6122308,1,1
700,1902_21_TeamME_TeamA2,172,52.0,172,6122858,2,2
701,1902_21_TeamME_TeamA2,172,52.0,172,6123608,2,3
702,1902_21_TeamME_TeamA2,172,52.0,172,6124808,6,2
703,1902_21_TeamME_TeamA2,172,52.0,172,6125358,0,5
465,1902_22_TeamMA_TeamA1,117,33.0,117,4071190,1,1
466,1902_22_TeamMA_TeamA1,117,33.0,117,4071740,2,2
467,1902_22_TeamMA_TeamA1,117,33.0,117,4072490,2,3
468,1902_22_TeamMA_TeamA1,117,33.0,117,4073690,6,2
469,1902_22_TeamMA_TeamA1,117,33.0,117,4074640,0,5
296,1902_23_TeamMA_TeamA1,80,20.0,80,2460888,1,1
297,1902_23_TeamMA_TeamA1,80,20.0,80,2461388,2,2
298,1902_23_TeamMA_TeamA1,80,20.0,80,2462038,2,3
299,1902_23_TeamMA_TeamA1,80,20.0,80,2463238,6,2
300,1902_23_TeamMA_TeamA1,80,20.0,80,2464638,0,5
377,1902_23_TeamMA_TeamA1,99,26.0,99,3240038,1,1
378,1902_23_TeamMA_TeamA1,99,26.0,99,3240588,2,2
379,1902_23_TeamMA_TeamA1,99,26.0,99,3241388,2,3
380,1902_23_TeamMA_TeamA1,99,26.0,99,3242588,4,2
381,1902_23_TeamMA_TeamA1,99,26.0,99,3244138,0,5
886,1902_23_TeamMA_TeamA1,240,62.0,240,8675988,1,1
887,1902_23_TeamMA_TeamA1,240,62.0,240,8676488,2,2
888,1902_23_TeamMA_TeamA1,240,62.0,240,8676988,2,3
889,1902_23_TeamMA_TeamA1,240,62.0,240,8678388,4,2
890,1902_23_TeamMA_TeamA1,240,62.0,240,8680588,0,5
135,1902_24_TeamMA_TeamA1,34,8.0,34,923201,1,1
136,1902_24_TeamMA_TeamA1,34,8.0,34,923762,2,2
137,1902_24_TeamMA_TeamA1,34,8.0,34,924455,2,3
138,1902_24_TeamMA_TeamA1,34,8.0,34,925643,4,2
139,1902_24_TeamMA_TeamA1,34,8.0,34,925973,0,5
756,1902_24_TeamMA_TeamA1,198,49.0,198,6680672,1,1
757,1902_24_TeamMA_TeamA1,198,49.0,198,6681167,2,9
758,1902_24_TeamMA_TeamA1,198,49.0,198,6682619,2,2
759,1902_24_TeamMA_TeamA1,198,49.0,198,6683741,2,3
760,1902_24_TeamMA_TeamA1,198,49.0,198,6684764,6,2
761,1902_24_TeamMA_TeamA1,198,49.0,198,6685292,0,5
1304,1902_24_TeamMA_TeamA1,339,87.0,339,11797129,1,1
1305,1902_24_TeamMA_TeamA1,339,87.0,339,11797624,2,2
1306,1902_24_TeamMA_TeamA1,339,87.0,339,11798350,2,3
1307,1902_24_TeamMA_TeamA1,339,87.0,339,11799538,4,2
1308,1902_24_TeamMA_TeamA1,339,87.0,339,11800264,0,5
933,1902_26_TeamMC_TeamA1,241,65.0,241,8481177,1,1
934,1902_26_TeamMC_TeamA1,241,65.0,241,8481627,2,2
935,1902_26_TeamMC_TeamA1,241,65.0,241,8482327,2,3
936,1902_26_TeamMC_TeamA1,241,65.0,241,8483627,4,2
937,1902_26_TeamMC_TeamA1,241,65.0,241,8484827,0,5
301,1902_26_TeamMH_TeamA3,71,22.0,71,2312856,1,1
302,1902_26_TeamMH_TeamA3,71,22.0,71,2313306,2,2
303,1902_26_TeamMH_TeamA3,71,22.0,71,2314006,2,3
304,1902_26_TeamMH_TeamA3,71,22.0,71,2315256,6,2
305,1902_26_TeamMH_TeamA3,71,22.0,71,2316256,0,5
563,1902_26_TeamMH_TeamA3,135,37.0,135,4285756,1,1
564,1902_26_TeamMH_TeamA3,135,37.0,135,4286256,2,2
565,1902_26_TeamMH_TeamA3,135,37.0,135,4286856,2,3
566,1902_26_TeamMH_TeamA3,135,37.0,135,4288006,6,2
567,1902_26_TeamMH_TeamA3,135,37.0,135,4288506,0,5
804,1902_26_TeamMH_TeamA3,196,53.0,196,6512006,1,1
805,1902_26_TeamMH_TeamA3,196,53.0,196,6512506,2,2
806,1902_26_TeamMH_TeamA3,196,53.0,196,6513206,2,3
807,1902_26_TeamMH_TeamA3,196,53.0,196,6514356,6,2
808,1902_26_TeamMH_TeamA3,196,53.0,196,6515106,0,5
1119,1902_26_TeamMH_TeamA3,279,72.0,279,9557308,1,1
1120,1902_26_TeamMH_TeamA3,279,72.0,279,9557858,255,16
1121,1902_26_TeamMH_TeamA3,279,72.0,279,9560608,2,2
1122,1902_26_TeamMH_TeamA3,279,72.0,279,9561308,2,3
1123,1902_26_TeamMH_TeamA3,279,72.0,279,9562608,3,2
1124,1902_26_TeamMH_TeamA3,279,72.0,279,9564858,3,3
1125,1902_26_TeamMH_TeamA3,279,72.0,279,9565608,2,2
1126,1902_26_TeamMH_TeamA3,279,72.0,279,9567008,0,5
321,1902_27_TeamMH_TeamA3,88,22.0,88,3056772,1,1
322,1902_27_TeamMH_TeamA3,88,22.0,88,3057272,2,2
323,1902_27_TeamMH_TeamA3,88,22.0,88,3058072,2,3
324,1902_27_TeamMH_TeamA3,88,22.0,88,3059272,6,2
325,1902_27_TeamMH_TeamA3,88,22.0,88,3060472,0,5
512,1902_28_TeamMC_TeamA1,130,35.0,130,4675605,1,1
513,1902_28_TeamMC_TeamA1,130,35.0,130,4676105,2,2
514,1902_28_TeamMC_TeamA1,130,35.0,130,4676755,2,3
515,1902_28_TeamMC_TeamA1,130,35.0,130,4677505,255,16
516,1902_28_TeamMC_TeamA1,130,35.0,130,4677755,3,2
517,1902_28_TeamMC_TeamA1,130,35.0,130,4677905,0,5
580,1902_28_TeamMC_TeamA1,147,39.0,147,5482805,1,1
581,1902_28_TeamMC_TeamA1,147,39.0,147,5483255,2,2
582,1902_28_TeamMC_TeamA1,147,39.0,147,5484005,2,3
583,1902_28_TeamMC_TeamA1,147,39.0,147,5485355,6,2
584,1902_28_TeamMC_TeamA1,147,39.0,147,5485705,0,5
767,1902_28_TeamMC_TeamA1,197,50.0,197,7313755,1,1
768,1902_28_TeamMC_TeamA1,197,50.0,197,7314255,255,16
769,1902_28_TeamMC_TeamA1,197,50.0,197,7314305,2,9
770,1902_28_TeamMC_TeamA1,197,50.0,197,7316505,2,2
771,1902_28_TeamMC_TeamA1,197,50.0,197,7317455,2,3
772,1902_28_TeamMC_TeamA1,197,50.0,197,7318655,3,2
773,1902_28_TeamMC_TeamA1,197,50.0,197,7319155,0,5
411,1902_30_TeamMF_TeamA2,114,29.0,114,3607179,1,1
412,1902_30_TeamMF_TeamA2,114,29.0,114,3607729,2,2
413,1902_30_TeamMF_TeamA2,114,29.0,114,3608379,2,3
414,1902_30_TeamMF_TeamA2,114,29.0,114,3609679,6,2
415,1902_30_TeamMF_TeamA2,114,29.0,114,3609679,0,5
346,1902_31_TeamMF_TeamA2,101,26.0,101,2896046,1,1
347,1902_31_TeamMF_TeamA2,101,26.0,101,2896546,2,2
348,1902_31_TeamMF_TeamA2,101,26.0,101,2897096,2,3
349,1902_31_TeamMF_TeamA2,101,26.0,101,2898396,4,2
350,1902_31_TeamMF_TeamA2,101,26.0,101,2900396,0,5
876,1903_01_TeamNE_TeamA2,229,60.0,230,7415761,1,1
877,1903_01_TeamNE_TeamA2,229,60.0,230,7416289,2,2
878,1903_01_TeamNE_TeamA2,229,60.0,230,7416850,2,3
879,1903_01_TeamNE_TeamA2,229,60.0,230,7418071,255,16
880,1903_01_TeamNE_TeamA2,229,60.0,230,7418170,4,2
881,1903_01_TeamNE_TeamA2,229,60.0,230,7419457,0,5
1006,1903_01_TeamNE_TeamA2,259,68.0,260,8542844,1,1
1007,1903_01_TeamNE_TeamA2,259,68.0,260,8543405,2,2
1008,1903_01_TeamNE_TeamA2,259,68.0,260,8543966,2,3
1009,1903_01_TeamNE_TeamA2,259,68.0,260,8545286,4,2
1010,1903_01_TeamNE_TeamA2,259,68.0,260,8547068,0,5
1093,1903_01_TeamNE_TeamA2,284,73.0,285,9425100,1,1
1094,1903_01_TeamNE_TeamA2,284,73.0,285,9425595,2,2
1095,1903_01_TeamNE_TeamA2,284,73.0,285,9426222,2,3
1096,1903_01_TeamNE_TeamA2,284,73.0,285,9427509,4,2
1097,1903_01_TeamNE_TeamA2,284,73.0,285,9428730,0,5
1158,1903_01_TeamNE_TeamA2,301,77.0,302,10021773,1,1
1159,1903_01_TeamNE_TeamA2,301,77.0,302,10022268,2,2
1160,1903_01_TeamNE_TeamA2,301,77.0,302,10022862,2,3
1161,1903_01_TeamNE_TeamA2,301,77.0,302,10024149,6,2
1162,1903_01_TeamNE_TeamA2,301,77.0,302,10025568,0,5
1046,1903_03_TeamNE_TeamA2,275,74.0,276,9027378,1,1
1047,1903_03_TeamNE_TeamA2,275,74.0,276,9027878,2,2
1048,1903_03_TeamNE_TeamA2,275,74.0,276,9028528,2,3
1049,1903_03_TeamNE_TeamA2,275,74.0,276,9029728,255,16
1050,1903_03_TeamNE_TeamA2,275,74.0,276,9029778,6,9
1051,1903_03_TeamNE_TeamA2,275,74.0,276,9031128,255,16
1052,1903_03_TeamNE_TeamA2,275,74.0,276,9031928,255,16
1053,1903_03_TeamNE_TeamA2,275,74.0,276,9032278,8,2
1054,1903_03_TeamNE_TeamA2,275,74.0,276,9033328,0,5
289,1903_05_TeamND_TeamA2,78,19.0,78,2193412,1,1
290,1903_05_TeamND_TeamA2,78,19.0,78,2193862,2,2
291,1903_05_TeamND_TeamA2,78,19.0,78,2194662,2,3
292,1903_05_TeamND_TeamA2,78,19.0,78,2195762,255,16
293,1903_05_TeamND_TeamA2,78,19.0,78,2196312,255,16
294,1903_05_TeamND_TeamA2,78,19.0,78,2196962,255,16
295,1903_05_TeamND_TeamA2,78,19.0,78,2197462,255,16
296,1903_05_TeamND_TeamA2,78,19.0,78,2197862,255,16
297,1903_05_TeamND_TeamA2,78,19.0,78,2198462,8,2
298,1903_05_TeamND_TeamA2,78,19.0,78,2201112,8,3
299,1903_05_TeamND_TeamA2,78,19.0,78,2202262,4,2
300,1903_05_TeamND_TeamA2,78,19.0,78,2202412,0,5
410,1903_05_TeamND_TeamA2,114,26.0,114,3321962,1,1
411,1903_05_TeamND_TeamA2,114,26.0,114,3322462,2,2
412,1903_05_TeamND_TeamA2,114,26.0,114,3323062,2,3
413,1903_05_TeamND_TeamA2,114,26.0,114,3324362,6,2
414,1903_05_TeamND_TeamA2,114,26.0,114,3325712,0,5
50,1903_06_TeamND_TeamA2,15,4.0,15,299574,1,1
51,1903_06_TeamND_TeamA2,15,4.0,15,300074,2,2
52,1903_06_TeamND_TeamA2,15,4.0,15,300774,2,3
53,1903_06_TeamND_TeamA2,15,4.0,15,302024,4,2
54,1903_06_TeamND_TeamA2,15,4.0,15,302924,0,5
551,1903_06_TeamND_TeamA2,141,43.0,143,4567574,1,1
552,1903_06_TeamND_TeamA2,141,43.0,143,4568074,255,16
553,1903_06_TeamND_TeamA2,141,43.0,143,4568174,2,9
554,1903_06_TeamND_TeamA2,141,43.0,143,4568724,255,16
555,1903_06_TeamND_TeamA2,141,43.0,143,4569024,255,16
556,1903_06_TeamND_TeamA2,141,43.0,143,4569674,2,2
557,1903_06_TeamND_TeamA2,141,43.0,143,4570374,2,3
558,1903_06_TeamND_TeamA2,141,43.0,143,4571374,4,2
559,1903_06_TeamND_TeamA2,141,43.0,143,4571424,0,5
198,1903_07_TeamND_TeamA2,57,15.0,58,1585173,1,1
199,1903_07_TeamND_TeamA2,57,15.0,58,1585623,2,2
200,1903_07_TeamND_TeamA2,57,15.0,58,1586323,2,3
201,1903_07_TeamND_TeamA2,57,15.0,58,1587673,4,2
202,1903_07_TeamND_TeamA2,57,15.0,58,1588423,0,5
386,1903_07_TeamND_TeamA2,101,25.0,102,2932173,1,1
387,1903_07_TeamND_TeamA2,101,25.0,102,2932673,2,2
388,1903_07_TeamND_TeamA2,101,25.0,102,2933473,2,3
389,1903_07_TeamND_TeamA2,101,25.0,102,2934773,6,2
390,1903_07_TeamND_TeamA2,101,25.0,102,2935373,0,5
625,1903_07_TeamND_TeamA2,168,38.0,169,4944673,1,1
626,1903_07_TeamND_TeamA2,168,38.0,169,4945173,2,2
627,1903_07_TeamND_TeamA2,168,38.0,169,4945773,2,3
628,1903_07_TeamND_TeamA2,168,38.0,169,4947073,4,2
629,1903_07_TeamND_TeamA2,168,38.0,169,4948173,0,5
343,1903_08_TeamNJ_TeamB,91,24.0,92,3084817,1,1
344,1903_08_TeamNJ_TeamB,91,24.0,92,3085267,2,2
345,1903_08_TeamNJ_TeamB,91,24.0,92,3086117,2,3
346,1903_08_TeamNJ_TeamB,91,24.0,92,3087417,0,5
347,1903_08_TeamNJ_TeamB,91,24.0,92,3087417,6,2
293,1903_09_TeamNJ_TeamB,83,21.0,84,3030615,1,1
294,1903_09_TeamNJ_TeamB,83,21.0,84,3031065,2,2
295,1903_09_TeamNJ_TeamB,83,21.0,84,3031865,2,3
296,1903_09_TeamNJ_TeamB,83,21.0,84,3033115,6,2
297,1903_09_TeamNJ_TeamB,83,21.0,84,3034215,0,5
371,1903_09_TeamNJ_TeamB,104,25.0,105,3820265,1,1
372,1903_09_TeamNJ_TeamB,104,25.0,105,3820765,2,2
373,1903_09_TeamNJ_TeamB,104,25.0,105,3822465,2,3
374,1903_09_TeamNJ_TeamB,104,25.0,105,3823665,6,2
375,1903_09_TeamNJ_TeamB,104,25.0,105,3826265,6,3
376,1903_09_TeamNJ_TeamB,104,25.0,105,3826865,3,2
377,1903_09_TeamNJ_TeamB,104,25.0,105,3830615,0,5
415,1903_09_TeamNJ_TeamB,113,29.0,114,4155415,1,1
416,1903_09_TeamNJ_TeamB,113,29.0,114,4155915,2,2
417,1903_09_TeamNJ_TeamB,113,29.0,114,4156915,2,3
418,1903_09_TeamNJ_TeamB,113,29.0,114,4158215,6,2
419,1903_09_TeamNJ_TeamB,113,29.0,114,4160315,0,5
794,1903_09_TeamNJ_TeamB,209,57.0,212,8074765,1,1
795,1903_09_TeamNJ_TeamB,209,57.0,212,8075315,2,2
796,1903_09_TeamNJ_TeamB,209,57.0,212,8075965,2,3
797,1903_09_TeamNJ_TeamB,209,57.0,212,8077165,6,2
798,1903_09_TeamNJ_TeamB,209,57.0,212,8078565,0,5
195,1903_10_TeamNJ_TeamB,49,14.0,52,1674989,1,1
196,1903_10_TeamNJ_TeamB,49,14.0,52,1675589,2,2
197,1903_10_TeamNJ_TeamB,49,14.0,52,1676189,2,3
198,1903_10_TeamNJ_TeamB,49,14.0,52,1677389,255,16
199,1903_10_TeamNJ_TeamB,49,14.0,52,1677489,4,2
200,1903_10_TeamNJ_TeamB,49,14.0,52,1678139,0,5
461,1903_11_TeamNC_TeamA1,114,33.0,115,9262336,1,1
462,1903_11_TeamNC_TeamA1,114,33.0,115,9262786,2,2
463,1903_11_TeamNC_TeamA1,114,33.0,115,9263436,2,3
464,1903_11_TeamNC_TeamA1,114,33.0,115,9264486,255,16
